hoursperweek,age,education,maritalstatus,race,gender,nativecountry,income
1,0,1,0,1,1,1,2684
0,1,1,0,1,0,0,32822
0,0,1,0,1,1,1,9200
0,1,1,1,1,1,1,99999
0,0,1,0,1,1,1,3300
0,0,1,0,1,0,1,7021
0,0,1,1,1,1,1,36047
0,1,1,0,1,0,1,31843
0,0,1,0,1,1,1,12100
0,0,1,1,1,1,1,65558
0,1,1,0,1,1,1,25000
0,1,1,1,1,0,1,99999
1,1,1,0,1,0,1,50250
0,0,1,0,1,1,1,15101
0,0,1,0,1,1,1,20100
0,0,1,0,1,0,1,20020
0,1,1,0,1,0,1,24000
0,1,1,0,1,0,1,500
0,0,1,0,1,0,1,5000
0,0,1,1,1,1,1,84698
1,0,1,0,1,0,1,51159
1,1,1,1,1,1,1,72114
0,1,1,0,1,0,1,42238
1,1,1,1,1,1,1,92556
0,0,1,0,1,0,1,21000
0,0,1,0,1,1,1,90212
1,0,1,1,1,1,1,79701
1,1,1,1,1,1,1,84001
1,1,1,1,1,1,1,71727
0,0,1,0,1,1,1,17188
1,0,1,0,1,0,1,28750
0,1,1,1,1,1,1,35477
1,1,1,1,1,1,0,99999
0,0,1,0,1,1,1,4750
0,0,0,0,1,1,1,4050
0,1,1,0,1,0,1,23680
0,1,1,0,1,1,1,20000
1,1,1,0,1,1,1,22000
1,1,1,1,0,1,0,99999
1,1,1,0,1,0,1,52779
0,1,1,0,1,0,1,51094
1,1,1,0,1,0,1,79670
0,1,1,1,1,0,1,81714
0,0,1,0,1,1,1,10000
0,0,1,0,1,0,1,3500
0,0,1,1,1,1,1,97488
0,1,1,0,1,0,1,19239
1,0,1,1,1,1,0,99999
1,0,1,1,1,1,1,25600
0,1,1,1,1,1,1,64198
0,1,1,0,1,0,1,45379
0,0,1,1,1,0,0,2962
1,0,1,1,1,1,1,99999
0,1,1,1,1,1,1,67922
1,1,1,0,1,0,1,24000
0,1,1,1,1,1,1,99999
0,0,1,0,1,1,1,4000
0,1,1,1,1,1,1,12496
0,0,1,1,1,1,1,75500
0,1,1,1,1,1,1,80800
0,0,1,0,1,0,1,1400
0,0,1,1,1,1,1,16502
0,0,1,1,0,0,1,31922
0,1,1,0,1,0,1,28200
1,1,1,0,1,0,1,42100
1,0,1,0,1,1,1,25000
0,0,1,0,1,0,1,3711
0,0,1,1,1,1,1,99999
0,0,1,1,0,1,0,9002
1,1,0,1,1,1,1,32020
1,1,0,1,1,1,1,40060
0,0,1,0,1,1,1,10100
0,1,1,1,1,1,1,35394
0,0,1,0,1,0,1,10703
1,0,1,0,1,1,1,25544
0,1,1,0,1,1,1,42300
0,0,0,0,1,0,1,1000
0,1,1,0,1,0,1,22400
0,1,1,1,1,1,1,68952
0,0,1,0,1,0,1,8187
1,0,1,0,1,1,1,50500
1,0,1,1,1,1,1,30720
1,0,1,1,1,1,1,55004
0,1,1,1,1,1,0,37100
1,1,1,1,1,1,1,80080
1,1,1,0,1,1,1,42624
0,1,1,0,1,0,1,3200
1,1,1,1,1,1,1,61750
0,0,1,0,1,1,1,2828
1,0,1,0,1,1,1,4464
1,1,1,0,1,1,1,55050
0,0,1,1,1,0,1,45849
1,0,1,1,1,1,1,94140
0,0,1,1,1,1,1,49977
0,1,1,1,1,0,1,20273
1,1,1,0,1,0,1,30739
0,0,1,0,1,1,1,35002
0,1,1,0,1,0,1,41979
0,1,1,0,1,0,1,19305
0,1,1,0,1,1,1,41749
1,1,1,0,1,1,1,53134
1,1,1,1,1,1,1,54142
0,0,1,1,1,0,1,30010
1,1,1,1,1,1,1,99999
0,0,1,0,1,0,1,1050
0,0,1,0,1,0,1,31100
1,1,1,0,1,0,1,25015
0,0,1,0,1,0,1,8418
1,1,1,1,1,1,1,29130
1,1,1,0,1,1,1,17496
0,1,1,0,1,1,1,27199
0,1,1,1,1,1,1,64050
1,1,1,1,1,1,1,30723
0,0,1,0,1,1,1,10100
0,0,1,0,1,1,1,10141
0,1,1,1,1,1,1,30979
1,0,1,0,1,1,1,30400
1,1,1,1,1,1,1,49552
0,0,1,0,1,1,1,12472
0,0,1,0,1,1,1,9070
0,1,1,1,1,1,1,99999
0,0,1,0,1,1,1,36200
0,1,0,0,1,0,1,6500
0,0,1,1,1,1,1,18518
0,1,1,1,1,1,1,66100
0,0,1,0,1,1,1,2638
0,1,1,0,1,1,0,4306
0,1,1,1,1,1,1,93768
0,1,1,1,1,1,1,66100
0,0,1,0,1,1,1,17000
0,1,1,0,1,1,1,4886
0,1,1,0,1,0,1,41750
0,1,1,0,1,0,1,26000
0,1,1,0,1,0,1,58786
0,1,1,1,1,1,1,52550
0,1,1,0,1,0,1,30000
1,0,1,0,1,1,1,20000
1,1,1,1,1,1,1,72190
1,1,1,0,1,0,1,26155
1,1,1,1,1,1,1,58233
0,0,0,0,1,1,1,1500
1,1,1,1,1,1,1,98575
1,1,1,1,1,0,1,99999
0,0,1,0,1,1,1,24875
0,1,1,0,1,0,1,32092
1,1,1,1,1,1,1,69444
0,1,1,1,1,1,1,54324
1,0,1,1,1,0,1,82500
0,1,1,1,1,1,1,61314
1,0,1,1,1,1,1,50100
0,0,1,0,1,0,1,2500
0,1,1,0,1,1,1,24679
0,0,1,1,1,1,1,44108
0,1,1,1,1,1,1,67400
1,0,1,0,1,1,1,32000
0,0,1,1,1,1,1,67090
0,1,1,0,1,0,1,21294
1,0,1,0,1,1,1,23193
0,1,1,0,1,0,1,54020
1,1,1,1,1,1,1,34379
0,0,1,0,0,1,1,19031
1,0,1,0,1,0,1,23005
0,0,1,0,1,1,0,30050
0,0,1,0,1,0,1,5000
0,1,1,1,1,1,1,41064
0,0,1,0,1,1,1,6625
0,0,1,0,1,1,1,4083
0,1,0,1,1,1,0,77668
0,0,1,1,1,1,1,31413
0,1,1,1,1,1,1,57543
1,1,0,1,1,1,0,51950
0,0,1,0,1,0,1,7975
0,1,1,1,1,0,1,57222
0,0,1,1,1,0,1,58100
0,0,1,1,1,1,1,94501
1,0,1,0,1,0,1,17985
1,1,1,1,1,1,1,70200
0,1,0,1,1,1,1,54348
0,1,1,1,0,1,1,51800
1,0,1,1,1,1,1,59150
0,1,1,1,1,0,1,34549
1,1,1,0,1,1,1,2400
1,0,1,1,1,1,1,52020
0,0,1,1,1,1,1,73150
0,1,1,0,1,0,1,2549
0,0,1,0,1,1,1,3000
0,0,1,0,1,0,1,5455
1,0,1,0,1,1,1,7000
0,0,1,0,1,0,1,14000
1,1,1,1,1,1,1,75800
0,0,1,1,1,1,1,54440
0,1,1,1,1,1,1,32000
0,1,1,0,1,1,1,58300
0,0,1,0,1,1,1,72468
0,1,1,0,1,0,1,32000
0,0,1,0,1,0,1,19100
1,1,1,1,1,1,1,78798
1,1,1,0,1,1,1,33500
0,1,1,1,1,1,1,47250
1,1,1,1,1,1,1,35000
0,1,1,1,1,1,1,39818
1,0,1,1,1,1,1,43342
0,0,1,1,1,1,1,60130
0,0,1,1,1,1,1,63100
0,0,1,1,0,0,0,41400
0,1,1,0,1,0,1,15096
0,1,1,0,1,0,1,6825
0,0,1,0,1,1,1,24003
0,0,1,0,1,0,1,6000
0,1,1,0,1,0,1,19474
0,1,1,0,1,0,1,56205
0,1,1,0,1,1,1,5200
1,0,1,0,1,1,1,14500
1,1,1,0,1,0,1,17020
0,1,1,0,1,0,1,15964
1,0,1,1,1,1,1,99999
0,0,0,1,1,0,1,22212
0,1,1,1,1,1,1,41806
0,1,1,0,1,1,1,37601
0,1,1,1,1,1,1,39550
1,1,1,1,1,1,1,94001
0,0,0,1,1,1,1,19080
0,0,1,0,1,1,1,4640
0,0,1,0,1,0,1,5000
1,1,1,1,1,1,1,94088
0,1,1,1,1,1,1,99999
0,1,1,1,1,1,1,62268
0,0,1,0,1,1,1,5000
1,1,1,1,1,0,0,33070
0,0,1,0,1,1,1,25500
1,0,1,1,1,0,1,22009
0,0,1,0,0,1,1,22000
0,0,1,1,1,1,1,35467
1,0,1,1,1,1,1,68250
1,1,1,1,1,1,0,82348
0,0,1,0,1,0,1,1400
0,0,1,0,1,0,1,7000
0,0,1,0,1,1,1,5850
1,1,1,1,1,1,1,99999
1,0,1,1,1,1,1,74473
0,0,0,0,1,1,1,1192
0,1,1,1,1,1,1,18419
0,1,1,0,1,0,1,18866
1,0,1,0,1,1,1,28192
1,1,1,1,1,1,1,72706
1,1,1,1,1,1,1,50500
0,1,1,1,1,0,1,53000
0,0,0,0,1,1,1,4700
1,1,1,1,1,1,1,33106
0,0,1,0,1,0,1,1516
0,0,1,0,1,1,1,22700
0,1,1,1,1,1,1,27728
0,1,1,1,1,1,1,16686
0,1,1,0,1,1,1,79009
1,0,1,1,1,1,1,34715
1,0,1,1,1,1,1,99999
1,1,1,1,1,1,1,93196
0,1,1,1,1,1,1,47080
0,0,1,1,1,0,1,46150
1,1,1,0,1,1,0,70700
0,1,1,1,1,1,1,99999
0,1,1,0,1,0,1,16339
0,0,1,0,1,0,1,7602
0,0,0,0,1,0,1,4100
0,1,1,0,1,1,1,43500
0,1,1,1,1,1,0,12000
0,1,1,1,1,1,1,64956
0,0,1,0,1,0,1,5050
0,1,0,0,1,0,1,21000
0,1,1,0,1,0,1,5800
0,1,1,1,1,1,1,48121
0,1,1,0,1,0,1,4801
1,1,1,0,1,0,1,41849
1,1,1,0,1,1,1,34000
0,0,1,0,1,1,1,7280
0,1,1,1,1,1,1,57987
1,0,1,1,1,1,1,76580
0,0,1,1,1,1,1,23010
1,0,1,1,1,1,0,42570
0,1,1,1,1,1,1,99999
1,0,1,0,1,1,0,26032
0,0,0,1,1,0,0,16952
1,1,1,0,1,1,1,35106
0,0,1,0,1,1,1,7261
0,1,1,0,1,0,1,63462
1,1,1,1,1,1,1,47000
1,1,1,1,1,1,1,80700
0,1,1,1,1,1,1,47350
0,1,1,0,1,1,1,60500
0,1,1,1,1,0,1,38601
0,0,1,1,1,0,1,48024
0,0,1,1,1,1,1,51020
0,1,1,1,1,1,1,57732
1,1,1,0,1,0,1,17607
1,0,1,1,1,1,1,64280
0,1,1,0,1,1,1,12187
0,1,1,0,1,1,1,21000
0,1,1,1,1,1,1,65513
0,0,1,1,1,0,0,14534
1,1,1,1,1,1,1,72000
0,0,1,0,1,0,1,2200
1,0,1,0,1,1,1,20000
0,0,1,0,1,1,1,8100
0,1,0,1,1,1,1,8000
1,1,0,1,1,1,0,27875
1,0,1,0,1,1,1,37685
0,0,0,1,1,1,0,56882
0,1,1,1,1,0,1,41000
0,0,1,0,1,1,1,12000
0,0,1,1,1,1,1,41633
1,0,1,1,1,1,1,28576
1,1,1,1,1,1,1,66510
1,0,1,1,1,1,1,55000
0,1,1,1,1,1,1,96000
1,0,1,1,1,1,1,20600
0,1,1,0,1,1,1,15991
1,1,1,0,1,0,0,26190
0,0,1,0,1,1,1,16016
0,1,1,0,1,0,1,17582
0,0,1,0,1,0,1,5200
0,0,1,1,1,0,1,90870
0,1,1,0,1,1,1,49512
0,0,1,0,1,1,1,30050
0,1,1,1,1,1,1,70617
0,0,1,0,1,0,1,4300
0,1,1,1,1,1,1,77919
0,0,0,0,1,1,1,3437
0,0,1,1,1,1,1,29083
0,0,1,0,1,0,1,2764
1,1,1,1,1,1,1,43401
0,1,0,1,1,1,1,28177
1,0,1,0,1,0,1,18812
0,0,0,0,1,1,1,10000
1,1,1,0,1,0,1,33960
1,0,1,1,1,1,1,24315
0,1,1,1,1,1,1,74977
0,0,1,0,1,0,1,7931
0,0,1,0,1,1,1,5784
1,0,1,0,1,1,1,8050
0,1,1,1,1,1,1,8258
0,1,1,1,1,1,1,9350
1,1,1,1,1,1,1,77030
0,1,1,1,1,1,1,50500
0,1,1,0,0,1,1,8000
1,1,1,1,1,1,1,63543
1,0,1,0,1,1,1,89977
0,1,1,1,1,1,1,27095
0,0,1,0,1,0,1,25025
1,0,1,1,1,1,1,25100
0,1,1,0,1,0,1,20000
1,1,1,0,1,0,1,10000
0,1,1,1,1,1,1,33000
0,1,0,0,1,0,1,1032
0,1,1,0,1,0,1,35600
0,1,1,0,1,0,1,25116
0,1,1,1,1,1,1,75298
0,0,1,0,1,0,1,19000
1,1,0,1,1,1,0,24158
0,1,0,0,1,0,1,24375
0,1,1,0,1,0,1,12141
0,1,1,0,1,1,1,11242
0,0,1,0,1,0,1,15678
0,0,1,1,1,1,1,15030
0,0,1,0,1,1,1,45011
0,0,1,0,1,1,1,30010
1,1,1,1,1,1,1,46980
1,1,0,1,1,1,1,32834
0,0,1,0,1,1,1,12041
1,0,0,0,1,1,1,2086
0,0,1,0,1,1,1,24613
0,1,1,0,1,0,1,10500
1,0,1,1,1,1,1,65000
0,0,1,1,1,1,1,72212
0,1,1,1,1,1,1,71000
1,0,1,0,1,1,1,25000
0,1,1,1,1,1,1,38257
0,0,1,0,1,1,1,20821
0,1,1,0,1,0,1,40000
0,1,1,0,1,0,1,7953
0,0,1,0,1,0,1,1200
0,1,1,0,1,1,1,32001
1,1,1,1,1,1,1,64896
0,0,0,0,1,1,1,4346
0,1,1,0,1,0,1,32060
1,1,1,0,1,1,1,40000
1,0,1,0,1,0,1,23596
0,0,1,0,1,1,1,30083
0,0,1,0,1,0,1,27060
0,0,1,0,1,0,1,21802
0,1,1,0,1,1,1,27000
1,1,1,1,1,1,1,99999
0,0,1,0,1,0,1,2405
0,1,1,1,1,0,1,24000
1,1,1,1,1,1,0,39020
0,0,0,0,1,1,1,438
0,0,0,0,1,1,1,1890
0,1,1,0,1,0,1,28458
1,1,0,1,1,1,0,62038
0,1,1,1,1,1,1,53267
1,1,1,1,1,1,1,51937
0,1,1,1,1,1,1,1800
0,0,0,0,1,0,1,2610
1,1,1,1,1,1,1,31200
0,0,1,0,1,0,1,1716
1,1,1,0,1,0,1,39614
1,1,1,0,1,0,1,75000
0,0,1,0,1,0,1,30138
0,1,1,0,1,0,1,41022
1,0,1,1,1,1,1,55381
0,0,1,0,1,1,1,2120
1,1,0,1,1,1,0,28517
0,1,0,0,1,0,0,7418
0,0,1,0,0,1,0,27015
0,1,1,0,0,1,1,16862
0,0,1,0,1,0,1,2000
0,1,1,0,1,0,1,25001
0,0,1,0,1,0,1,19322
0,0,1,0,1,0,1,5000
1,1,1,0,1,1,1,78520
1,1,1,1,1,1,1,77598
0,0,1,1,1,1,1,38836
0,1,0,0,1,1,1,1200
0,0,1,1,1,0,1,37079
1,1,1,1,1,1,0,63654
1,1,1,0,1,1,1,28600
1,1,1,1,1,1,1,99999
1,0,1,1,1,1,1,34610
0,0,1,0,1,1,1,20000
0,0,1,0,1,1,1,4464
0,0,1,0,1,1,1,23297
1,0,1,0,1,0,1,9021
1,0,1,1,1,1,1,25771
0,1,1,0,1,1,1,29000
0,1,0,1,1,1,1,25034
0,0,1,0,1,0,1,13520
0,1,1,0,1,0,1,32968
0,1,1,1,1,0,1,58246
0,0,1,0,1,1,1,20000
0,0,1,0,1,0,1,17000
0,1,1,0,1,0,1,25020
0,0,0,0,1,0,0,3500
1,1,1,0,1,1,1,99999
0,0,1,0,1,1,1,5071
0,0,1,0,1,1,1,2184
0,0,1,0,1,1,1,11565
0,1,1,0,1,0,1,21227
0,1,0,0,1,1,1,3000
0,1,1,1,0,1,0,22600
1,0,1,1,1,1,1,74825
0,1,0,1,1,1,1,33372
0,0,1,0,1,1,1,20088
0,0,1,1,1,1,1,63300
0,1,1,0,1,0,1,40280
0,1,1,0,1,0,1,49516
0,1,1,1,1,1,1,16740
0,0,1,0,1,0,1,4000
1,1,1,0,1,0,1,35069
1,1,1,0,1,1,1,59400
0,0,1,1,1,0,1,45904
0,0,1,0,1,1,1,21300
0,1,1,1,1,1,1,63000
0,0,1,0,1,0,1,4000
0,1,1,0,1,0,1,19840
1,1,1,1,1,1,1,43475
1,1,1,1,1,1,1,75226
1,0,1,0,1,1,1,25149
1,1,1,1,1,1,1,99999
0,0,1,0,1,1,1,18500
0,0,1,0,1,1,1,5146
0,1,1,0,1,0,1,26354
0,1,0,1,1,1,1,61389
1,0,1,0,1,0,1,32100
1,0,1,0,1,0,0,60066
1,1,1,1,1,1,1,78600
0,0,1,1,0,1,0,13000
1,1,1,1,0,1,0,30368
0,1,1,0,1,1,1,15682
0,1,1,1,1,1,1,41361
0,1,0,0,1,1,1,26500
1,1,1,1,1,1,1,22102
1,1,1,1,1,1,1,99999
1,1,0,0,1,1,1,22000
1,1,1,1,1,1,1,99999
0,0,1,0,1,0,1,6000
0,0,1,0,1,1,1,53686
0,0,1,0,1,1,1,4306
0,0,1,0,1,1,1,13520
0,0,1,1,1,1,1,46402
0,1,1,0,1,0,1,25001
0,0,1,0,1,1,1,38005
1,0,1,0,1,1,1,15916
0,0,1,1,1,1,1,26729
0,0,1,1,1,1,1,45900
0,0,1,0,0,0,0,62100
0,1,1,0,1,1,1,99999
1,1,1,0,1,0,1,25000
0,1,1,0,1,1,1,10035
0,1,0,1,1,1,0,20000
1,0,1,0,1,1,1,44500
1,1,1,1,1,1,1,84808
0,1,1,1,1,1,1,84080
0,0,1,0,1,0,1,7000
0,0,1,0,1,0,1,5000
0,1,1,1,1,1,1,75284
0,0,1,0,1,1,0,33330
1,1,1,1,1,1,1,56000
1,0,1,0,1,1,1,19986
0,1,1,0,1,1,1,44400
0,1,1,0,1,0,1,13000
0,0,0,0,1,1,1,1000
1,1,1,1,1,1,1,99999
1,0,1,1,1,1,1,92450
1,1,1,1,1,1,1,99999
1,0,1,0,1,0,1,43849
1,1,1,1,1,1,1,32587
0,0,1,0,1,0,1,6326
0,0,0,1,1,1,0,20001
0,0,1,0,1,1,1,20948
1,0,1,0,1,0,1,54446
0,1,0,1,1,1,1,22148
0,0,1,0,1,1,1,10100
0,0,1,0,1,1,1,25364
0,0,1,0,1,0,1,13000
1,1,1,1,1,1,1,63212
1,1,1,1,1,1,1,99999
0,0,1,0,1,1,1,4164
1,1,1,1,1,1,1,99999
0,1,1,0,1,0,1,27000
0,1,1,1,1,0,1,25402
1,0,1,0,1,1,1,19677
0,1,0,0,1,0,1,15838
1,0,1,0,1,1,1,13804
0,1,0,0,1,0,1,10000
0,1,1,1,1,1,1,20840
0,1,0,1,1,1,1,63822
1,1,1,1,1,1,1,80159
0,0,1,0,1,0,1,3330
0,0,1,0,1,1,1,15000
0,0,1,0,0,1,1,40000
1,0,1,1,1,1,1,46866
0,0,1,0,1,1,1,4500
0,0,1,0,0,0,1,5000
0,0,1,0,1,1,1,18000
1,0,1,1,1,1,1,88500
0,1,1,1,1,1,1,30000
0,0,1,0,1,1,1,24000
0,0,1,1,1,1,1,50624
0,1,1,0,1,0,1,21975
1,0,1,0,1,1,1,25000
0,0,1,0,1,0,1,4680
0,0,1,1,1,1,1,23000
1,0,0,0,1,1,1,50288
0,0,0,0,1,0,1,1404
0,0,1,1,0,1,1,74018
0,0,1,0,1,1,1,14000
0,0,1,0,1,0,1,8619
0,0,1,0,0,0,1,9769
0,1,1,1,1,1,1,29700
0,0,0,0,1,1,1,5000
0,1,1,1,1,1,0,19600
0,0,1,0,1,1,1,17600
0,0,0,0,1,0,1,7000
1,1,1,1,1,1,1,90268
0,1,0,1,1,1,1,27960
1,0,1,0,1,1,1,39208
0,0,1,0,1,0,1,9490
0,0,1,0,1,0,1,16710
0,0,1,0,1,0,1,9490
1,0,1,1,1,1,1,39369
0,0,1,1,1,0,1,48100
0,1,1,1,1,1,1,81128
0,1,1,1,0,1,0,59649
1,0,0,1,1,1,1,16000
1,1,1,0,1,1,1,20100
0,1,0,1,1,1,1,42212
0,1,0,0,1,0,0,9120
1,0,1,1,1,1,1,24821
1,1,1,0,1,1,1,8000
1,1,1,1,1,1,1,92200
1,0,1,1,1,1,1,69100
1,1,1,0,1,1,1,18772
1,1,1,1,1,1,1,46680
0,0,1,0,1,0,1,7000
0,0,1,0,1,1,1,27714
0,0,1,1,1,1,1,47524
1,1,1,1,1,1,1,29574
0,0,1,0,1,0,1,20530
1,0,1,0,1,0,1,28768
1,0,0,0,1,1,1,16105
0,1,1,0,1,0,1,29600
1,1,1,0,1,1,1,99999
0,1,1,0,1,0,1,41000
0,0,1,0,1,0,1,34300
1,1,1,1,1,1,1,99999
1,0,1,0,1,1,1,12440
0,1,1,1,1,1,1,81300
1,1,1,1,1,1,1,99999
0,0,1,0,1,1,1,7920
1,1,1,1,1,1,1,89395
1,0,1,0,1,1,1,29100
0,0,1,0,1,1,1,2001
0,0,0,1,1,1,0,12200
0,1,1,1,1,1,1,98500
1,0,1,1,1,1,1,69500
1,0,1,1,1,1,1,88298
0,0,1,1,0,1,0,18258
0,0,1,0,1,1,1,12052
1,0,1,0,1,1,1,20021
1,1,1,1,1,1,1,99999
1,0,1,1,1,1,1,46576
0,1,1,1,1,1,1,45990
1,0,0,1,0,1,0,15500
0,0,1,0,1,1,1,20000
0,0,1,1,1,1,1,24858
1,0,1,0,1,1,1,10140
0,1,0,1,1,1,1,29006
0,0,1,0,1,0,1,6300
0,0,1,0,1,1,1,16010
0,0,1,1,1,1,1,37510
0,1,0,1,1,1,1,19020
0,0,0,0,1,0,1,4571
0,1,1,1,1,1,0,25212
0,1,1,1,1,1,1,53901
1,1,1,1,1,1,1,82678
0,1,0,1,1,1,0,39792
1,0,1,1,1,1,1,39452
1,1,1,1,1,1,1,43401
1,1,1,1,1,1,1,35451
0,1,1,0,1,0,1,24311
0,0,0,0,1,0,1,2322
0,1,0,0,1,1,1,3840
0,1,1,1,1,1,0,37356
1,0,1,0,1,0,1,22005
1,1,1,1,1,0,1,40400
1,1,1,1,1,1,1,99999
0,1,1,1,1,1,1,47370
0,0,1,0,1,0,1,8676
0,1,1,0,1,0,1,31270
0,0,1,0,1,0,1,8136
0,0,1,0,1,0,1,6342
1,0,1,1,1,1,1,75666
1,1,0,0,1,0,0,19513
0,0,0,1,1,0,0,19680
0,0,1,0,1,1,0,16000
0,0,0,0,1,0,1,18500
0,1,1,0,1,0,1,3200
0,1,1,1,1,0,1,34397
1,1,1,1,1,1,1,13000
0,1,1,0,1,0,0,9000
0,1,1,0,1,0,1,27200
1,0,1,1,1,1,1,99999
0,1,1,1,1,1,1,63800
1,1,1,0,1,0,1,94334
1,1,1,0,1,1,1,99999
0,1,1,0,1,0,0,20005
0,0,1,0,1,0,1,12785
0,1,0,1,1,0,1,15812
0,0,0,0,1,0,1,5000
1,1,1,1,1,1,1,99999
0,0,1,0,1,0,1,7000
0,1,1,0,1,1,1,89084
0,1,1,0,1,0,1,22109
0,0,1,0,1,0,1,22000
0,0,1,0,1,1,1,10001
0,0,1,1,1,1,1,38843
0,1,1,0,1,1,1,36700
0,1,1,0,1,0,1,17650
0,0,1,0,1,1,1,12650
1,1,1,1,1,1,1,49515
0,1,1,1,1,1,1,67340
0,1,1,0,1,1,1,54866
0,1,1,0,1,1,1,34339
0,0,1,0,0,1,1,15800
0,1,0,0,1,1,1,9526
0,0,1,0,1,0,1,4364
0,0,1,0,1,0,1,6088
1,0,1,0,1,0,1,47795
0,1,0,0,1,1,1,27325
0,1,1,1,1,1,1,59728
0,1,1,0,1,1,1,34200
0,1,0,1,1,1,1,12700
0,1,1,1,1,1,1,16042
1,0,1,0,1,1,1,15511
0,1,1,0,1,1,0,37220
0,0,0,0,1,1,0,15000
0,0,0,0,1,1,0,10000
0,0,0,0,1,1,0,8021
0,0,0,0,1,1,1,14800
1,0,1,1,1,1,1,58560
0,1,1,1,1,1,1,49800
0,0,1,0,1,0,1,16000
1,0,1,1,0,1,1,38000
0,1,1,0,1,0,1,21501
0,1,1,1,1,1,0,49686
0,0,1,0,1,1,0,33062
0,0,1,0,1,1,0,1950
0,1,1,0,1,0,1,23208
0,0,1,1,1,1,1,40722
1,0,1,1,1,1,1,36324
0,1,1,1,1,0,1,41721
0,0,1,1,1,1,1,70200
1,0,1,1,1,1,1,69100
0,1,1,1,1,1,1,99999
1,1,1,1,1,1,1,67400
0,0,1,0,1,1,1,12100
1,1,1,1,1,1,1,77114
1,1,1,1,1,1,1,99999
1,0,1,1,1,1,1,54500
0,1,1,1,1,1,1,41458
0,0,1,0,1,1,1,18060
0,0,1,0,1,1,1,3030
0,0,0,1,1,1,0,53700
0,0,1,0,1,0,1,12813
0,0,1,0,1,1,0,2851
0,1,1,0,1,0,1,12475
0,0,1,0,1,1,1,22018
0,1,1,0,1,1,1,7500
0,1,1,1,1,1,0,3360
0,0,1,0,1,0,1,9050
1,1,1,0,1,1,1,6200
0,0,0,0,1,1,1,6532
1,0,1,0,1,1,1,30111
0,1,0,1,1,1,1,99999
0,0,1,0,1,1,1,8000
0,1,1,0,1,0,1,13000
0,0,1,0,1,0,1,8560
0,1,1,1,1,1,1,6500
0,0,1,1,1,1,1,39801
0,0,1,1,1,1,0,54120
0,0,1,0,1,0,1,6500
1,1,0,1,1,1,1,26924
0,1,0,1,1,1,0,44400
0,0,1,0,1,1,0,2780
0,1,1,0,1,0,1,6070
0,1,0,1,1,1,1,30940
1,0,1,0,1,1,1,5735
0,0,0,0,1,0,1,25000
0,0,0,0,1,1,1,18000
0,1,1,0,1,0,1,46200
0,0,1,0,1,1,1,2001
1,0,1,1,1,1,1,26200
0,1,1,1,1,1,1,51085
0,0,1,1,1,0,1,40418
0,1,1,0,1,0,1,7537
1,0,1,0,1,1,1,39683
0,1,1,0,1,0,1,25143
0,0,1,0,1,0,1,6000
0,1,1,1,1,1,1,50372
1,1,1,1,1,1,1,48000
1,1,1,1,1,1,1,30015
0,1,1,1,1,0,1,63380
1,1,0,1,1,1,1,22322
1,1,1,1,1,1,1,75440
1,1,1,0,1,0,0,53736
0,1,1,1,1,1,1,96918
0,1,1,1,1,1,1,9631
1,1,1,1,1,1,1,50002
0,0,1,0,1,1,1,3800
0,1,1,1,1,1,1,42236
0,1,0,1,1,1,1,8370
0,1,1,1,1,1,1,32000
0,0,1,0,1,1,1,2000
0,0,1,0,1,0,1,1650
0,1,1,1,1,1,1,50300
0,1,0,0,1,0,0,10920
0,0,0,0,1,0,1,9308
0,0,0,0,1,0,1,4264
0,0,0,1,1,1,1,21598
0,1,0,1,1,1,1,1200
0,1,0,1,1,1,1,31586
0,0,1,0,1,1,1,9000
0,0,1,1,1,1,1,41661
1,0,1,0,1,0,1,50000
0,1,1,0,1,0,1,24091
1,0,1,1,1,1,1,59006
1,0,1,1,1,1,1,24813
0,0,0,1,1,1,0,48385
0,1,1,1,1,1,1,50500
0,1,1,1,0,1,1,89000
1,1,1,1,1,1,1,89348
1,0,1,0,1,0,1,27475
0,0,1,0,1,0,1,18000
0,0,1,0,1,0,1,11648
1,0,1,0,0,0,1,33525
1,1,1,1,1,1,1,51300
1,0,1,1,1,1,1,10895
0,0,1,0,1,1,1,27150
1,0,1,0,1,1,1,33400
0,0,1,0,1,1,1,40824
1,0,1,0,1,1,1,21500
1,1,0,1,1,1,1,31718
0,0,1,0,1,1,1,5239
0,0,1,1,1,1,1,64180
0,1,1,0,1,0,1,65500
0,1,1,1,1,1,1,66970
0,1,1,0,1,0,1,56094
1,1,1,1,1,1,1,99999
0,1,1,1,1,1,1,99999
1,1,1,0,1,1,0,39695
0,0,1,0,1,1,0,432
1,1,1,1,1,1,1,83100
0,0,1,0,1,1,1,5000
1,0,1,0,1,1,1,34000
1,0,1,0,1,0,1,16000
1,0,1,0,1,1,1,50000
0,1,1,1,1,1,1,61000
0,1,1,1,1,0,1,25300
0,0,1,0,1,1,1,7000
0,0,0,0,1,0,1,1684
0,0,1,0,1,0,1,20294
0,1,1,1,1,1,1,60779
1,1,1,1,1,1,1,20589
0,0,1,0,1,0,1,1622
0,0,1,1,1,1,1,33850
0,0,1,0,1,0,1,25288
0,1,0,1,1,1,0,50907
0,1,1,0,1,1,1,41020
0,0,1,0,1,1,1,31500
0,0,1,1,1,0,1,40507
1,1,1,1,1,1,1,36002
0,0,1,1,1,0,0,16500
